Store,Assortment,CompetitionDistance,Promo2,PromoInterval,CompetitionOpenSince,Promo2Since,StoreType_a,StoreType_b,StoreType_c,StoreType_d
715,0,14810.0,0,,2014-06-01,,1,0,0,0
716,0,3200.0,1,"Jan,Apr,Jul,Oct",2008-01-01,2011-05-30,0,0,0,1
717,2,310.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-10-03,0,0,0,1
718,0,1100.0,0,,2015-06-01,,1,0,0,0
719,2,8190.0,1,"Feb,May,Aug,Nov",2010-02-01,2009-11-09,0,0,1,0
720,2,15320.0,1,"Feb,May,Aug,Nov",2011-03-01,2013-04-08,1,0,0,0
721,2,3590.0,1,"Mar,Jun,Sept,Dec",2012-09-01,2012-05-28,1,0,0,0
722,0,50.0,0,,2010-02-01,,1,0,0,0
723,2,5650.0,1,"Feb,May,Aug,Nov",2008-09-01,2013-02-04,0,0,0,1
724,2,5900.0,0,,2010-02-01,,0,0,0,1
725,2,17540.0,0,,2012-06-01,,0,0,0,1
726,2,40540.0,0,,2002-02-01,,1,0,0,0
727,0,2050.0,0,,2007-03-01,,1,0,0,0
728,0,13990.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-04-04,0,0,0,1
729,2,8980.0,0,,2011-06-01,,0,0,1,0
730,0,1190.0,0,,2013-09-01,,0,0,1,0
731,0,15270.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2014-03-10,1,0,0,0
732,2,35280.0,0,,2010-02-01,,1,0,0,0
733,1,860.0,0,,1999-10-01,,0,1,0,0
734,0,220.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2013-09-09,1,0,0,0
735,2,1920.0,0,,2005-04-01,,0,0,0,1
736,2,1650.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-04-04,0,0,1,0
737,0,100.0,1,"Jan,Apr,Jul,Oct",2007-05-01,2013-08-05,1,0,0,0
738,2,5980.0,0,,2005-10-01,,0,0,0,1
739,2,2770.0,1,"Jan,Apr,Jul,Oct",2008-06-01,2011-05-30,0,0,0,1
740,0,6400.0,0,,2014-03-01,,0,0,0,1
741,2,11900.0,0,,2010-02-01,,0,0,0,1
742,2,4380.0,0,,2010-02-01,,0,0,0,1
743,0,6710.0,1,"Jan,Apr,Jul,Oct",2003-11-01,2012-04-02,1,0,0,0
744,0,1370.0,1,"Jan,Apr,Jul,Oct",2011-12-01,2014-10-06,1,0,0,0
745,0,17650.0,1,"Jan,Apr,Jul,Oct",2013-11-01,2009-09-14,1,0,0,0
746,2,4330.0,1,"Mar,Jun,Sept,Dec",2011-02-01,2011-08-29,0,0,0,1
747,2,45740.0,0,,2008-08-01,,0,0,1,0
748,0,2380.0,1,"Jan,Apr,Jul,Oct",2010-03-01,2011-04-04,0,0,0,1
749,0,3410.0,1,"Jan,Apr,Jul,Oct",2011-08-01,2015-04-06,1,0,0,0
750,0,8670.0,1,"Jan,Apr,Jul,Oct",2002-02-01,2011-04-04,0,0,0,1
751,0,650.0,0,,2006-10-01,,1,0,0,0
752,0,970.0,1,"Feb,May,Aug,Nov",2013-03-01,2013-08-05,1,0,0,0
753,2,540.0,1,"Mar,Jun,Sept,Dec",2012-11-01,2010-08-30,0,0,0,1
754,2,380.0,1,"Mar,Jun,Sept,Dec",2008-05-01,2014-03-10,0,0,1,0
755,2,13130.0,0,,2003-12-01,,0,0,0,1
756,2,50.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-10-03,1,0,0,0
757,2,3450.0,0,,2010-02-01,,1,0,0,0
758,2,19780.0,0,,2008-06-01,,1,0,0,0
759,0,110.0,1,"Feb,May,Aug,Nov",2012-11-01,2013-08-05,1,0,0,0
760,0,560.0,0,,2011-01-01,,1,0,0,0
761,0,2390.0,0,,2012-09-01,,1,0,0,0
762,2,1280.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2013-03-11,0,0,0,1
763,2,32240.0,0,,2010-03-01,,0,0,0,1
764,2,26490.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2014-03-10,1,0,0,0
765,2,25430.0,1,"Jan,Apr,Jul,Oct",1999-05-01,2009-09-14,1,0,0,0
766,2,9820.0,0,,2010-02-01,,0,0,0,1
767,2,13080.0,0,,2010-02-01,,1,0,0,0
768,2,2630.0,0,,2012-09-01,,1,0,0,0
769,1,840.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2012-11-26,0,1,0,0
770,2,100.0,0,,2015-04-01,,1,0,0,0
771,0,20640.0,0,,2007-09-01,,1,0,0,0
772,2,1850.0,0,,2010-02-01,,0,0,0,1
773,0,200.0,0,,2010-02-01,,1,0,0,0
774,2,640.0,0,,2013-09-01,,1,0,0,0
775,2,6970.0,1,"Jan,Apr,Jul,Oct",2005-12-01,2011-05-30,0,0,0,1
776,0,700.0,1,"Jan,Apr,Jul,Oct",2009-04-01,2011-04-04,0,0,1,0
777,2,8250.0,1,"Mar,Jun,Sept,Dec",2004-10-01,2013-03-11,0,0,0,1
778,0,340.0,1,"Jan,Apr,Jul,Oct",2003-06-01,2014-10-06,1,0,0,0
779,0,16990.0,0,,2004-04-01,,1,0,0,0
780,0,18160.0,0,,2010-02-01,,1,0,0,0
781,0,630.0,0,,2007-04-01,,1,0,0,0
782,2,5390.0,1,"Jan,Apr,Jul,Oct",2003-08-01,2012-01-02,0,0,1,0
783,2,15490.0,0,,2010-02-01,,0,0,0,1
784,0,560.0,1,"Jan,Apr,Jul,Oct",2014-10-01,2014-03-10,1,0,0,0
785,2,970.0,1,"Feb,May,Aug,Nov",2005-07-01,2013-08-05,0,0,0,1
786,0,290.0,1,"Feb,May,Aug,Nov",2006-11-01,2013-02-04,1,0,0,0
787,2,3210.0,0,,2009-06-01,,0,0,1,0
788,2,1530.0,0,,2013-03-01,,1,0,0,0
789,2,9770.0,0,,2003-07-01,,1,0,0,0
790,2,9070.0,0,,2003-12-01,,0,0,0,1
791,0,5950.0,0,,2007-04-01,,1,0,0,0
792,0,17280.0,1,"Feb,May,Aug,Nov",2009-10-01,2011-05-02,0,0,0,1
793,0,2710.0,0,,2006-07-01,,0,0,0,1
794,2,5090.0,0,,2006-09-01,,0,0,1,0
795,0,510.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2010-08-30,0,0,0,1
796,2,7180.0,0,,2012-11-01,,1,0,0,0
797,0,2090.0,1,"Jan,Apr,Jul,Oct",2012-10-01,2014-10-06,1,0,0,0
798,0,9560.0,0,,2001-04-01,,1,0,0,0
799,2,2700.0,0,,2010-02-01,,1,0,0,0
800,0,2020.0,0,,2014-07-01,,0,0,0,1
801,0,48330.0,0,,2013-04-01,,0,0,0,1
802,2,910.0,1,"Feb,May,Aug,Nov",2010-02-01,2011-05-30,1,0,0,0
803,0,1760.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2014-03-10,0,0,0,1
804,2,2100.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2013-01-07,0,0,1,0
805,0,24770.0,1,"Mar,Jun,Sept,Dec",2011-10-01,2014-03-10,0,0,0,1
806,0,260.0,1,"Feb,May,Aug,Nov",2010-02-01,2010-11-01,0,0,0,1
807,0,3870.0,0,,2008-04-01,,1,0,0,0
808,0,18620.0,1,"Feb,May,Aug,Nov",2010-02-01,2009-08-03,1,0,0,0
809,0,12770.0,0,,2000-10-01,,1,0,0,0
810,2,9640.0,0,,2013-11-01,,0,0,0,1
811,0,410.0,0,,2012-09-01,,1,0,0,0
812,0,2590.0,0,,2012-09-01,,0,0,0,1
813,0,1560.0,0,,2003-09-01,,1,0,0,0
814,2,24530.0,0,,2013-07-01,,0,0,0,1
815,0,590.0,1,"Jan,Apr,Jul,Oct",1900-01-01,2014-10-06,1,0,0,0
816,2,460.0,0,,2010-02-01,,0,0,1,0
817,0,140.0,0,,2006-03-01,,1,0,0,0
818,0,490.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2010-08-30,0,0,0,1
819,2,720.0,0,,2014-10-01,,1,0,0,0
820,2,1650.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2014-10-06,1,0,0,0
821,0,1700.0,0,,2009-09-01,,1,0,0,0
822,2,410.0,1,"Mar,Jun,Sept,Dec",2010-11-01,2010-11-29,1,0,0,0
823,2,16210.0,0,,2010-11-01,,1,0,0,0
824,0,17570.0,0,,2010-02-01,,1,0,0,0
825,0,380.0,1,"Jan,Apr,Jul,Oct",2011-05-01,2014-10-06,1,0,0,0
826,2,7980.0,0,,2005-06-01,,1,0,0,0
827,2,250.0,0,,2005-01-01,,1,0,0,0
828,2,3290.0,0,,2014-12-01,,0,0,0,1
829,0,110.0,0,,2010-02-01,,0,0,1,0
830,2,6320.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-01-31,1,0,0,0
831,0,800.0,0,,2007-06-01,,1,0,0,0
832,0,5070.0,1,"Feb,May,Aug,Nov",2010-02-01,2009-11-09,0,0,0,1
833,2,3290.0,1,"Mar,Jun,Sept,Dec",1999-12-01,2010-08-30,0,0,0,1
834,0,3470.0,0,,2012-03-01,,1,0,0,0
835,0,2890.0,1,"Mar,Jun,Sept,Dec",2007-12-01,2014-03-10,1,0,0,0
836,0,2720.0,0,,2012-09-01,,1,0,0,0
837,2,14600.0,0,,2015-04-01,,1,0,0,0
838,2,6890.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2011-11-28,0,0,0,1
839,0,240.0,0,,2015-01-01,,0,0,1,0
840,0,1070.0,0,,2009-09-01,,1,0,0,0
841,0,27650.0,0,,2004-08-01,,1,0,0,0
842,2,1200.0,0,,2007-11-01,,0,0,0,1
843,0,60.0,0,,2006-04-01,,0,0,1,0
844,0,2030.0,1,"Feb,May,Aug,Nov",2012-09-01,2011-05-02,1,0,0,0
845,0,7860.0,1,"Jan,Apr,Jul,Oct",2005-11-01,2011-04-04,0,0,0,1
846,2,8860.0,1,"Jan,Apr,Jul,Oct",2004-04-01,2009-09-14,1,0,0,0
847,2,190.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-08-05,0,0,1,0
848,2,370.0,1,"Jan,Apr,Jul,Oct",2007-07-01,2011-04-04,1,0,0,0
849,2,5000.0,0,,2010-02-01,,0,0,1,0
850,0,1120.0,1,"Jan,Apr,Jul,Oct",2007-05-01,2013-08-05,0,0,0,1
851,2,2330.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2014-12-08,0,0,0,1
852,0,940.0,1,"Jan,Apr,Jul,Oct",2004-04-01,2011-04-04,0,0,1,0
853,0,14040.0,0,,2010-02-01,,1,0,0,0
854,0,4770.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2010-03-29,0,0,1,0
855,0,3440.0,1,"Feb,May,Aug,Nov",2010-02-01,2009-11-09,1,0,0,0
856,0,3020.0,0,,2010-02-01,,1,0,0,0
857,0,6270.0,1,"Mar,Jun,Sept,Dec",2005-08-01,2014-06-09,0,0,1,0
858,0,3370.0,1,"Jan,Apr,Jul,Oct",2008-12-01,2014-10-06,1,0,0,0
859,0,21770.0,0,,2015-07-01,,0,0,1,0
860,2,5980.0,0,,2010-02-01,,0,0,1,0
861,2,740.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2013-04-08,0,0,1,0
862,2,2840.0,1,"Jan,Apr,Jul,Oct",2010-03-01,2011-04-04,1,0,0,0
863,2,21370.0,0,,2010-11-01,,1,0,0,0
864,0,1020.0,1,"Feb,May,Aug,Nov",2012-10-01,2009-11-09,1,0,0,0
865,2,2640.0,0,,2010-02-01,,0,0,0,1
866,0,9680.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-02-04,0,0,0,1
867,2,21810.0,0,,2012-09-01,,0,0,0,1
868,2,1360.0,1,"Jan,Apr,Jul,Oct",2005-08-01,2014-03-10,0,0,0,1
869,0,230.0,1,"Jan,Apr,Jul,Oct",2001-10-01,2011-04-04,0,0,1,0
870,0,780.0,0,,2009-04-01,,1,0,0,0
871,2,10620.0,0,,2010-02-01,,0,0,0,1
872,2,3860.0,1,"Mar,Jun,Sept,Dec",2014-09-01,2015-06-08,1,0,0,0
873,0,2040.0,0,,2008-11-01,,1,0,0,0
874,0,3210.0,0,,2010-02-01,,1,0,0,0
875,0,5070.0,1,"Feb,May,Aug,Nov",2007-11-01,2015-05-04,0,0,0,1
876,0,21790.0,1,"Feb,May,Aug,Nov",2005-04-01,2015-05-04,1,0,0,0
877,2,29190.0,0,,2010-02-01,,1,0,0,0
878,2,1100.0,0,,2014-12-01,,0,0,0,1
879,0,4385.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-02-04,0,0,0,1
880,2,4570.0,0,,2010-02-01,,1,0,0,0
881,0,180.0,1,"Feb,May,Aug,Nov",2008-03-01,2013-08-05,1,0,0,0
882,0,30.0,0,,2013-04-01,,1,0,0,0
883,0,3200.0,0,,2005-06-01,,1,0,0,0
884,2,7550.0,0,,2010-02-01,,0,0,0,1
885,0,480.0,0,,2005-12-01,,1,0,0,0
886,2,12430.0,0,,2004-10-01,,1,0,0,0
887,0,19700.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2009-09-14,0,0,0,1
888,0,4450.0,1,"Mar,Jun,Sept,Dec",2012-06-01,2012-08-27,0,0,0,1
889,0,18670.0,0,,2005-12-01,,0,0,0,1
890,0,4450.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-04-04,1,0,0,0
891,2,350.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-08-05,1,0,0,0
892,0,19370.0,0,,2002-04-01,,1,0,0,0
893,0,130.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2013-01-07,1,0,0,0
894,0,190.0,0,,2012-11-01,,1,0,0,0
895,2,4150.0,0,,2010-02-01,,1,0,0,0
896,2,170.0,0,,2012-09-01,,1,0,0,0
897,2,3290.0,1,"Feb,May,Aug,Nov",2007-01-01,2013-02-04,0,0,1,0
898,0,18540.0,0,,2010-02-01,,1,0,0,0
899,0,2590.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2010-03-29,0,0,0,1
900,0,3920.0,1,"Jan,Apr,Jul,Oct",2005-04-01,2014-10-06,1,0,0,0
901,2,3170.0,0,,2014-04-01,,1,0,0,0
902,0,310.0,1,"Jan,Apr,Jul,Oct",2015-05-01,2014-10-06,1,0,0,0
903,2,7290.0,0,,2014-09-01,,0,0,0,1
904,2,570.0,1,"Jan,Apr,Jul,Oct",2013-07-01,2011-04-04,0,0,0,1
905,0,90.0,0,,2014-06-01,,1,0,0,0
906,0,90.0,0,,2010-07-01,,1,0,0,0
907,2,250.0,0,,2010-02-01,,1,0,0,0
908,0,1980.0,1,"Jan,Apr,Jul,Oct",2010-07-01,2009-09-14,1,0,0,0
909,2,1680.0,1,"Feb,May,Aug,Nov",2010-02-01,2009-11-09,1,0,0,0
910,2,12480.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2013-01-07,0,0,0,1
911,2,16490.0,0,,2010-02-01,,1,0,0,0
912,2,3100.0,0,,2010-05-01,,0,0,1,0
913,0,280.0,0,,2010-02-01,,1,0,0,0
914,2,2640.0,1,"Mar,Jun,Sept,Dec",2011-04-01,2012-05-28,0,0,1,0
915,2,650.0,1,"Jan,Apr,Jul,Oct",2013-03-01,2014-10-06,0,0,0,1
916,0,90.0,0,,2012-11-01,,1,0,0,0
917,0,7240.0,0,,2010-02-01,,1,0,0,0
918,2,18710.0,0,,2015-04-01,,1,0,0,0
919,0,2620.0,1,"Feb,May,Aug,Nov",2010-02-01,2009-11-09,1,0,0,0
920,0,850.0,1,"Jan,Apr,Jul,Oct",2012-02-01,2014-10-06,1,0,0,0
921,0,840.0,0,,2006-09-01,,1,0,0,0
922,0,2110.0,0,,2006-03-01,,0,0,0,1
923,0,280.0,0,,2008-09-01,,1,0,0,0
924,0,6420.0,1,"Jan,Apr,Jul,Oct",2011-04-01,2012-01-02,1,0,0,0
925,0,470.0,1,"Jan,Apr,Jul,Oct",2007-03-01,2012-01-02,0,0,1,0
926,2,5150.0,1,"Jan,Apr,Jul,Oct",2011-03-01,2010-03-29,0,0,0,1
927,0,480.0,0,,2010-02-01,,1,0,0,0
928,2,1090.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-08-05,0,0,0,1
929,2,4820.0,0,,2013-09-01,,1,0,0,0
930,0,70.0,0,,2010-02-01,,1,0,0,0
931,2,1480.0,1,"Jan,Apr,Jul,Oct",2011-09-01,2012-01-02,1,0,0,0
932,0,15700.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2010-03-29,1,0,0,0
933,2,6270.0,0,,2005-02-01,,1,0,0,0
934,2,5460.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-04-04,1,0,0,0
935,2,22350.0,0,,2010-06-01,,1,0,0,0
936,0,580.0,0,,2008-02-01,,1,0,0,0
937,0,2810.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2014-03-10,0,0,0,1
938,0,2820.0,0,,2009-09-01,,1,0,0,0
939,0,1340.0,0,,2010-02-01,,0,0,0,1
940,2,6470.0,0,,2012-09-01,,0,0,0,1
941,0,1200.0,1,"Jan,Apr,Jul,Oct",2011-12-01,2013-08-05,1,0,0,0
942,2,6860.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-05-02,0,0,0,1
943,2,18020.0,0,,2010-02-01,,0,0,0,1
944,0,1670.0,0,,2015-07-01,,0,0,1,0
945,2,12480.0,0,,2011-03-01,,1,0,0,0
946,0,2220.0,1,"Jan,Apr,Jul,Oct",2011-12-01,2015-04-06,1,0,0,0
947,0,460.0,1,"Jan,Apr,Jul,Oct",2014-03-01,2010-03-29,1,0,0,0
948,1,1430.0,0,,2010-02-01,,0,1,0,0
949,0,870.0,0,,2006-03-01,,1,0,0,0
950,0,8460.0,0,,1994-11-01,,1,0,0,0
951,2,710.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-10-03,0,0,0,1
952,2,6300.0,0,,2013-10-01,,0,0,0,1
953,0,19830.0,1,"Mar,Jun,Sept,Dec",2006-04-01,2011-05-30,1,0,0,0
954,0,390.0,1,"Jan,Apr,Jul,Oct",2013-02-01,2014-03-10,1,0,0,0
955,2,1690.0,1,"Mar,Jun,Sept,Dec",2009-07-01,2013-09-09,0,0,0,1
956,0,2330.0,1,"Feb,May,Aug,Nov",2014-10-01,2011-05-02,1,0,0,0
957,2,1420.0,0,,2012-11-01,,0,0,0,1
958,0,440.0,0,,2013-11-01,,1,0,0,0
959,2,1060.0,0,,2005-12-01,,1,0,0,0
960,0,8990.0,1,"Feb,May,Aug,Nov",2010-02-01,2009-08-03,0,0,0,1
961,2,9430.0,0,,2010-02-01,,0,0,0,1
962,0,260.0,0,,2010-02-01,,0,0,1,0
963,2,23620.0,0,,2013-11-01,,1,0,0,0
964,0,270.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-02-04,1,0,0,0
965,2,110.0,0,,2010-02-01,,1,0,0,0
966,0,760.0,0,,2008-02-01,,1,0,0,0
967,2,3560.0,1,"Jan,Apr,Jul,Oct",2013-09-01,2013-09-09,1,0,0,0
968,0,1190.0,0,,2010-02-01,,0,0,1,0
969,2,600.0,1,"Jan,Apr,Jul,Oct",1999-11-01,2013-03-11,1,0,0,0
970,0,910.0,1,"Jan,Apr,Jul,Oct",2014-12-01,2009-09-14,1,0,0,0
971,0,1140.0,1,"Mar,Jun,Sept,Dec",2011-05-01,2012-04-02,0,0,1,0
972,0,14960.0,0,,2010-02-01,,1,0,0,0
973,2,330.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2012-07-09,0,0,0,1
974,0,150.0,1,"Jan,Apr,Jul,Oct",2011-03-01,2014-10-06,1,0,0,0
975,2,9630.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-04-04,1,0,0,0
976,0,4180.0,0,,2010-02-01,,1,0,0,0
977,0,520.0,1,"Jan,Apr,Jul,Oct",2005-09-01,2010-03-29,1,0,0,0
978,2,3890.0,0,,2010-02-01,,0,0,1,0
979,2,2270.0,1,"Jan,Apr,Jul,Oct",2005-11-01,2011-04-04,1,0,0,0
980,0,4420.0,0,,2005-09-01,,1,0,0,0
981,2,2620.0,0,,2002-11-01,,0,0,0,1
982,0,21930.0,0,,2010-02-01,,0,0,0,1
983,0,40.0,1,"Jan,Apr,Jul,Oct",2014-03-01,2014-01-06,1,0,0,0
984,0,440.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2013-01-07,0,0,1,0
985,2,490.0,1,"Jan,Apr,Jul,Oct",2007-05-01,2010-03-29,0,0,1,0
986,0,620.0,1,"Feb,May,Aug,Nov",2014-10-01,2014-05-05,1,0,0,0
987,0,1690.0,0,,2007-06-01,,0,0,1,0
988,0,30.0,0,,2012-11-01,,1,0,0,0
989,0,1640.0,1,"Jan,Apr,Jul,Oct",2006-06-01,2011-10-03,1,0,0,0
990,0,20930.0,0,,2010-02-01,,0,0,0,1
991,0,1010.0,0,,2010-02-01,,1,0,0,0
992,0,2480.0,0,,1990-07-01,,1,0,0,0
993,2,3460.0,1,"Jan,Apr,Jul,Oct",2013-10-01,2014-03-10,0,0,0,1
994,0,2290.0,1,"Jan,Apr,Jul,Oct",2011-07-01,2012-01-02,1,0,0,0
995,0,6560.0,0,,2013-12-01,,0,0,0,1
996,0,2870.0,1,"Jan,Apr,Jul,Oct",2015-07-01,2010-03-29,0,0,1,0
997,2,5840.0,1,"Jan,Apr,Jul,Oct",2010-07-01,2009-09-14,0,0,0,1
998,0,780.0,1,"Feb,May,Aug,Nov",2005-09-01,2013-02-04,1,0,0,0
999,2,15140.0,1,"Jan,Apr,Jul,Oct",2002-02-01,2009-09-14,0,0,0,1
1000,2,2230.0,1,"Jan,Apr,Jul,Oct",2009-05-01,2014-10-06,1,0,0,0
1001,0,19640.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-04-04,0,0,1,0
1002,2,1130.0,0,,2008-11-01,,0,0,0,1
1003,0,170.0,1,"Jan,Apr,Jul,Oct",2013-07-01,2013-07-08,1,0,0,0
1004,2,970.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2011-02-28,0,0,0,1
1005,0,6480.0,0,,2010-02-01,,1,0,0,0
1006,2,3890.0,1,"Feb,May,Aug,Nov",2006-11-01,2013-02-04,0,0,1,0
1007,2,4180.0,0,,2012-09-01,,0,0,1,0
1008,2,30.0,0,,2010-09-01,,1,0,0,0
1009,0,230.0,1,"Jan,Apr,Jul,Oct",2004-07-01,2014-03-10,1,0,0,0
1010,2,4610.0,1,"Feb,May,Aug,Nov",2010-06-01,2010-05-03,0,0,0,1
1011,2,490.0,1,"Feb,May,Aug,Nov",2012-09-01,2011-05-02,1,0,0,0
1012,2,6330.0,1,"Jan,Apr,Jul,Oct",2004-06-01,2010-09-27,0,0,0,1
1013,0,630.0,1,"Feb,May,Aug,Nov",2015-02-01,2013-08-05,1,0,0,0
1014,2,210.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2013-08-05,1,0,0,0
1015,2,9910.0,1,"Mar,Jun,Sept,Dec",2010-12-01,2011-02-28,0,0,0,1
1016,2,550.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2010-08-30,0,0,1,0
1017,0,110.0,0,,2008-11-01,,0,0,1,0
1018,2,140.0,0,,2012-09-01,,0,0,1,0
1019,2,2740.0,1,"Jan,Apr,Jul,Oct",2014-07-01,2010-03-29,0,0,0,1
1020,0,40.0,0,,2015-08-01,,1,0,0,0
1021,0,1080.0,0,,2011-05-01,,1,0,0,0
1022,2,1520.0,0,,2010-02-01,,1,0,0,0
1023,0,3740.0,1,"Jan,Apr,Jul,Oct",2002-02-01,2011-04-04,0,0,1,0
1024,2,1990.0,0,,2012-01-01,,0,0,1,0
1025,0,720.0,0,,2009-11-01,,1,0,0,0
1026,0,450.0,1,"Mar,Jun,Sept,Dec",2011-06-01,2012-11-26,0,0,1,0
1027,2,190.0,1,"Jan,Apr,Jul,Oct",2008-06-01,2011-10-03,1,0,0,0
1028,0,150.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2013-08-05,1,0,0,0
1029,0,1590.0,0,,2006-03-01,,1,0,0,0
1030,0,36410.0,0,,2008-04-01,,1,0,0,0
1031,0,590.0,0,,2001-05-01,,0,0,0,1
1032,2,270.0,1,"Jan,Apr,Jul,Oct",2013-02-01,2012-10-01,0,0,0,1
1033,0,7680.0,0,,2006-03-01,,1,0,0,0
1034,0,13750.0,0,,2015-04-01,,1,0,0,0
1035,0,27150.0,0,,2010-02-01,,1,0,0,0
1036,2,9560.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2013-09-09,0,0,0,1
1037,2,150.0,0,,2010-02-01,,1,0,0,0
1038,0,17290.0,0,,2013-10-01,,0,0,0,1
1039,2,70.0,1,"Mar,Jun,Sept,Dec",1990-06-01,2012-05-28,1,0,0,0
1040,0,4030.0,1,"Jan,Apr,Jul,Oct",2013-02-01,2014-03-10,1,0,0,0
1041,0,1600.0,1,"Jan,Apr,Jul,Oct",2013-08-01,2014-10-06,0,0,1,0
1042,0,3440.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-08-05,1,0,0,0
1043,0,420.0,0,,2006-03-01,,0,0,1,0
1044,0,240.0,1,"Jan,Apr,Jul,Oct",2015-04-01,2010-03-29,0,0,1,0
1045,2,26990.0,0,,2013-12-01,,1,0,0,0
1046,2,29070.0,0,,2005-04-01,,0,0,0,1
1047,0,3750.0,1,"Feb,May,Aug,Nov",2010-02-01,2009-11-09,1,0,0,0
1048,2,1860.0,1,"Jan,Apr,Jul,Oct",2012-09-01,2012-10-01,0,0,0,1
1049,0,370.0,1,"Jan,Apr,Jul,Oct",2012-07-01,2011-04-04,1,0,0,0
1050,2,13170.0,1,"Mar,Jun,Sept,Dec",2014-08-01,2011-02-28,0,0,0,1
1051,0,200.0,1,"Jan,Apr,Jul,Oct",1998-07-01,2012-01-02,0,0,1,0
1052,2,5080.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-08-05,1,0,0,0
1053,0,1710.0,0,,2015-07-01,,1,0,0,0
1054,2,13190.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-11-11,1,0,0,0
1055,0,1980.0,0,,2009-04-01,,0,0,1,0
1056,2,5350.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2012-10-01,0,0,0,1
1057,2,3230.0,0,,2011-11-01,,0,0,0,1
1058,2,180.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2010-08-30,1,0,0,0
1059,0,3380.0,0,,2013-04-01,,0,0,1,0
1060,2,3430.0,1,"Feb,May,Aug,Nov",2010-02-01,2013-08-05,1,0,0,0
1061,2,8110.0,0,,2010-02-01,,0,0,0,1
1062,0,190.0,1,"Feb,May,Aug,Nov",2012-09-01,2012-10-01,0,0,0,1
1063,2,6250.0,0,,2010-02-01,,1,0,0,0
1064,2,420.0,0,,2010-02-01,,1,0,0,0
1065,0,1290.0,1,"Mar,Jun,Sept,Dec",2010-02-01,2011-08-29,1,0,0,0
1066,0,3350.0,0,,2010-02-01,,1,0,0,0
1067,2,12020.0,0,,2009-07-01,,0,0,0,1
1068,2,5010.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2013-02-04,0,0,0,1
1069,2,18050.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2011-04-04,1,0,0,0
1070,2,400.0,0,,2008-10-01,,0,0,1,0
1071,0,820.0,1,"Mar,Jun,Sept,Dec",2012-03-01,2012-08-27,1,0,0,0
1072,2,5380.0,1,"Feb,May,Aug,Nov",2015-08-01,2010-02-01,1,0,0,0
1073,2,1710.0,1,"Jan,Apr,Jul,Oct",2010-02-01,2012-10-29,1,0,0,0
1074,2,3330.0,1,"Jan,Apr,Jul,Oct",2001-10-01,2011-04-04,0,0,1,0
1075,2,1410.0,0,,2013-10-01,,1,0,0,0
